,Name der Münze,Herkunftsland,Ausgabejahr,Menge in Mill.,Landspezifisch?,Prägestätte,Wert,Details
96,200. Geburtstag Louis Brailles,Italy,2009,2.0,True,,2 euro,"Dem französischen Erfinder der nach ihm benannten Blindenschrift, Louis Braille (1809–1852), ist diese Münze gewidmet. Nach einem Unfall mit fünf Jahren erblindet, erfuhr er im Alter von elf Jahren von der von Charles Barbier (1767–1841) entwickelten „Nachtschrift“, die gedacht war, Soldaten an der Front schriftliche Befehle zu erteilen, die diese lesen konnten, ohne eine Laterne anzuzünden, da sie sich sonst dem Beschuss durch den Gegner ausgesetzt hätten. 1824, als Fünfzehnjähriger, entwickelte er einen Code für das französische Alphabet zur Verbesserung der Nachtschrift. Nach einer zweiten Revision veröffentlichte er 1837 die erste in der Neuzeit entwickelte binäre Blindenschrift. Dargestellt ist eine Hand, die ein aufgeschlagenes Buch abtastet. Über dem Zeigefinger, der auf die senkrechte zweizeilige Inschrift „LOUIS BRAILLE 1809 2009“ weist, sind zwei stilisierte Möwen als Symbol für die Wissensfreiheit zu sehen. Der Staatsname als Ligatur „RI“ (Repubblica Italiana, Italienische Republik) befindet sich rechts oben, das Münzstättenzeichen „R“ der Prägestätte Istituto Poligrafico e Zecca dello Stato in Rom rechts unten. Brailles Name ist unter dem Buch in der von ihm erfundenen Brailleschrift dargestellt. Am unteren Rand der Pille sind die Initialen „M.C.C.“ der Medailleurin Maria Carmela Colaneri zu sehen."
97,200. Jahrestag des ersten finnischen Landtags und der Gründung zentraler staatlicher Einrichtungen in Finnland,Finland,2009,1.6,False,,2 euro,"1809 wurde das Großfürstentum Finnland gebildet, das Teil des Russischen Reiches war, aber eine weitgehende politische Autonomie genoss. Motiv der von Reijo Juhani Paavilainen gestalteten Münze ist der Giebel des im 15. Jahrhundert erbauten und 2006 durch einen Brand teilweise zerstörten Doms von Porvoo, des Ortes des ersten finnischen Landtags. Dessen Datum „1809“ ist oben, das Ausgabejahr „2009“ rechts dargestellt, links das Landeskürzel „FI“ (Finnland) sowie ein Füllhorn mit Ronden als Münzstättenzeichen der Prägestätte Suomen Rahapaja (Finnische Münze) in Vantaa."
87,90. Jahrestag der Thronbesteigung Großherzogin Charlottes 6. Münze der Serie Großherzogliche Dynastie,Luxembourg,2009,0.838,False,,2 euro,"Die auf einem Gestaltungskonzept der Luxemburger Zentralbank basierende Münze würdigt den 90. Jahrestag der Thronbesteigung Großherzogin Charlottes am 14. Januar 1919. Sie übernahm den Thron von ihrer Schwester Marie-Adélaide, die aufgrund politischen Drucks wegen ihrer Rolle während der deutschen Besatzungszeit im Ersten Weltkrieg abdankte, und führte die Luxemburger Amtsgeschäfte bis zum 12. November 1964. Die Münze zeigt im Halbprofil die nach links blickenden Bildnisse Großherzog Henris und seiner Großmutter, Großherzogin Charlottes (1896–1985). Links sind in senkrechter Schreibrichtung zweizeilig der Landesname „LËTZEBUERG“ (Luxemburg) und das Ausgabejahr „2009“ angegeben, letzteres oben flankiert von einem Hermesstab als Münzstättenzeichen der niederländischen Prägestätte Koninklijke Nederlandse Munt in Utrecht und unten vom Münzmeisterzeichen Maarten Brouwers, den Segeln des Dreimastklippers Nederland."
94,Europäisches Jahr der Kreativität und Innovation,San Marino,2009,0.13,False,,2 euro,"Die von Annalisa Masini gestaltete Münze zeigt ein Buch mit der Spirale des mittelalterlichen italienischen Mathematikers Leonardo Fibonacci170 und einige für Wissenschaft und Forschung typische Utensilien: einen Zirkel, ein Reagenzglas und einen Messkolben. Auf der linken Seite befinden sich die drei San Marino symbolisierenden Straußenfedern. Oben steht der Ausgabeanlass „CREATIVITÀ INNOVAZIONE“ (schöpferische Innovation), unten der Name des Ausgabestaats „SAN MARINO“. Rechts sind das Jahr „2009“ und das Münzstättenzeichen „R“ der italienischen Prägestätte Istituto Poligrafico e Zecca dello Stato in Rom dargestellt, unten die Initialen „A.M.“ der Designerin."
99,Internationales Jahr der Astronomie,Vatican,2009,0.106,False,,2 euro,"Das von Orietta Rossi gestaltete Münzbild zeigt ein Astrolabium, mit dem man den sich drehenden Himmel nachbilden und Berechnungen von Sternpositionen vornehmen kann. Es ist in vier Quadranten eingeteilt. Im 1. Quadranten (oben rechts) wird die Erschaffung von Sonne und Mond dargestellt nach dem von Michelangelo (1475–1564) um 1510 gemalten Deckenfresko Schaffung der Sonne, des Mondes und der Pflanzen in der Sixtinischen Kapelle.186 Im 2. Quadranten (oben links) sind die zwei vom Universalgelehrten Galileo Galilei 1609 gebauten (90 bzw. 130 cm langen) Fernrohre abgebildet,49 heute im Museo Galileo in Florenz. Im 3. Quadranten (unten links) ist unterhalb des Astrolabium-Zeigers das Münzstättenzeichen „R“ der italienischen Prägestätte Istituto Poligrafico e Zecca dello Stato in Rom zu sehen, im 4. Quadranten (unten rechts) ein Spiegelteleskop. Darunter sind eine Sonne mit Strahlenkranz, eine Mondsichel, Planeten und Sterne dargestellt sowie das Ausgabejahr „2009“. Die Signets „O.ROSSI“ der Designerin und „M.C.C.INC.“ (INC. = Incisore / Graveur) der Medailleurin Maria Carmela Colaneri erscheinen rechts bzw. links davon. Unten steht halbkreisförmig „ANNO INTERNAZIONALE DELL’ ASTRONOMIA“ (Internationales Jahr der Astronomie), oben rechts zweizeilig „CITTÀ DEL VATICANO“ (Vatikanstadt)."
93,Lusofonia-Spiele 2009,Portugal,2009,1.285,False,,2 euro,"Die Münze, die anlässlich der in Lissabon im Rahmen der Gemeinschaft der Portugiesischsprachigen Länder veranstalteten Lusofonia-Spiele geprägt wurde, zeigt einen Sportgymnasten mit einem Band. Oben befindet sich der Schild des portugiesischen Wappens, welcher halbkreisförmig vom Landesnamen „PORTUGAL“ umgeben ist. Am unteren Rand der Pille ist der Ausgabeanlass „2os JOGOS DA LUSOFONIA LISBOA“ (2. Lusofonia-Spiele Lissabon) dargestellt, flankiert links vom Münzstättenzeichen „INCM“ der Staatsdruckerei und Münzprägeanstalt Imprensa Nacional-Casa da Moeda in Lissabon, rechts vom Signet „J. AURÉLIO“ des Designers José Aurélio. Das Ausgabejahr „2009“ erscheint links über dem Kopf des Sportgymnasten. Den Münzring zieren acht konzentrische Kreise, überlagert von den zwölf Europasternen."
88,Saarland (Ludwigskirche in Saarbrücken) 4. Münze der Bundesländerserie,Germany,2009,6.188,True,A,2 euro,"Die von Friedrich Brenner gestaltete Münze ist dem Saarland gewidmet und zeigt die 1762–1775 erbaute Ludwigskirche in Saarbrücken. Sie ist das Wahrzeichen der Stadt und gilt neben der Dresdner Frauenkirche und dem Hamburger „Michel“ als einer der bedeutendsten evangelischen barocken Kirchenbauten Deutschlands und ist zudem eine der bekanntesten Querkirchen. Unter dem Motiv ist der Name des Bundeslandes „SAARLAND“ dargestellt, darunter das Münzstättenzeichen (A = Berlin, D = München, F = Stuttgart, G = Karlsruhe oder J = Hamburg), oben rechts die Initialen „FB“ des Designers. „BUNDESREPUBLIK DEUTSCHLAND“ ist in einem Halbkreis im unteren Teil des Ringes angeordnet, während im oberen Teil die Jahreszahl „2009“ beiderseits durch je sechs Europasterne flankiert wird."
89,Saarland (Ludwigskirche in Saarbrücken) 4. Münze der Bundesländerserie,Germany,2009,6.188,True,D,2 euro,"Die von Friedrich Brenner gestaltete Münze ist dem Saarland gewidmet und zeigt die 1762–1775 erbaute Ludwigskirche in Saarbrücken. Sie ist das Wahrzeichen der Stadt und gilt neben der Dresdner Frauenkirche und dem Hamburger „Michel“ als einer der bedeutendsten evangelischen barocken Kirchenbauten Deutschlands und ist zudem eine der bekanntesten Querkirchen. Unter dem Motiv ist der Name des Bundeslandes „SAARLAND“ dargestellt, darunter das Münzstättenzeichen (A = Berlin, D = München, F = Stuttgart, G = Karlsruhe oder J = Hamburg), oben rechts die Initialen „FB“ des Designers. „BUNDESREPUBLIK DEUTSCHLAND“ ist in einem Halbkreis im unteren Teil des Ringes angeordnet, während im oberen Teil die Jahreszahl „2009“ beiderseits durch je sechs Europasterne flankiert wird."
90,Saarland (Ludwigskirche in Saarbrücken) 4. Münze der Bundesländerserie,Germany,2009,6.188,True,G,2 euro,"Die von Friedrich Brenner gestaltete Münze ist dem Saarland gewidmet und zeigt die 1762–1775 erbaute Ludwigskirche in Saarbrücken. Sie ist das Wahrzeichen der Stadt und gilt neben der Dresdner Frauenkirche und dem Hamburger „Michel“ als einer der bedeutendsten evangelischen barocken Kirchenbauten Deutschlands und ist zudem eine der bekanntesten Querkirchen. Unter dem Motiv ist der Name des Bundeslandes „SAARLAND“ dargestellt, darunter das Münzstättenzeichen (A = Berlin, D = München, F = Stuttgart, G = Karlsruhe oder J = Hamburg), oben rechts die Initialen „FB“ des Designers. „BUNDESREPUBLIK DEUTSCHLAND“ ist in einem Halbkreis im unteren Teil des Ringes angeordnet, während im oberen Teil die Jahreszahl „2009“ beiderseits durch je sechs Europasterne flankiert wird."
91,Saarland (Ludwigskirche in Saarbrücken) 4. Münze der Bundesländerserie,Germany,2009,6.188,True,F,2 euro,"Die von Friedrich Brenner gestaltete Münze ist dem Saarland gewidmet und zeigt die 1762–1775 erbaute Ludwigskirche in Saarbrücken. Sie ist das Wahrzeichen der Stadt und gilt neben der Dresdner Frauenkirche und dem Hamburger „Michel“ als einer der bedeutendsten evangelischen barocken Kirchenbauten Deutschlands und ist zudem eine der bekanntesten Querkirchen. Unter dem Motiv ist der Name des Bundeslandes „SAARLAND“ dargestellt, darunter das Münzstättenzeichen (A = Berlin, D = München, F = Stuttgart, G = Karlsruhe oder J = Hamburg), oben rechts die Initialen „FB“ des Designers. „BUNDESREPUBLIK DEUTSCHLAND“ ist in einem Halbkreis im unteren Teil des Ringes angeordnet, während im oberen Teil die Jahreszahl „2009“ beiderseits durch je sechs Europasterne flankiert wird."
92,Saarland (Ludwigskirche in Saarbrücken) 4. Münze der Bundesländerserie,Germany,2009,6.188,True,J,2 euro,"Die von Friedrich Brenner gestaltete Münze ist dem Saarland gewidmet und zeigt die 1762–1775 erbaute Ludwigskirche in Saarbrücken. Sie ist das Wahrzeichen der Stadt und gilt neben der Dresdner Frauenkirche und dem Hamburger „Michel“ als einer der bedeutendsten evangelischen barocken Kirchenbauten Deutschlands und ist zudem eine der bekanntesten Querkirchen. Unter dem Motiv ist der Name des Bundeslandes „SAARLAND“ dargestellt, darunter das Münzstättenzeichen (A = Berlin, D = München, F = Stuttgart, G = Karlsruhe oder J = Hamburg), oben rechts die Initialen „FB“ des Designers. „BUNDESREPUBLIK DEUTSCHLAND“ ist in einem Halbkreis im unteren Teil des Ringes angeordnet, während im oberen Teil die Jahreszahl „2009“ beiderseits durch je sechs Europasterne flankiert wird."
74,Zehnjähriges Bestehen der Wirtschafts- und Währungsunion (WWU) Euro-16-Gemeinschaftsausgabe,Austria,2009,5.0,True,,2 euro,"1972 wurde der Europäische Wechselkursverbund geschaffen, um die Schwankungen zwischen den Währungen zu begrenzen. 1975 definierte man über einen Währungskorb die Europäische Währungseinheit (ECU) und 1979 entstand das Europäische Währungssystem. 1990 begann die erste Stufe der Europäischen Wirtschafts- und Währungsunion (WWU), 1994 die zweite Stufe, in der das Europäische Währungsinstitut152 die Gründung der Europäischen Zentralbank (EZB) vorbereitete. 1996 propagierte die Europäische Kommission das Währungskürzel €. Mit der dritten Stufe der WWU wurden 1999 alle Teilnehmerwährungen durch Wechselkursparität mit dem Euro verbunden. Im Februar 2008 wurde in einer Online-Abstimmung aus fünf Vorschlägen153 des Gestaltungswettbewerbs zur WWU-Gemeinschaftsausgabe der favorisierte Entwurf bestimmt: Die von Georgios Stamatopoulos gestaltete Münze zeigt als stilisierte menschliche Figur ein Strichmännchen auf dem Rohling einer unregelmäßig geformten antiken Münze, dessen linker Arm durch das €-Symbol verlängert wird. So soll der Weg vom Tauschhandel archaischer Zeiten zur Europäischen Wirtschafts- und Währungsunion symbolisiert werden. Unterhalb des €-Symbols sind die Initialen „ΓΣ“ des Designers dargestellt und die Jahreszahlen „1999–2009“. Die nationalen Prägungen differieren nur in der Nennung des ausgebenden Landes und des Ausgabeanlasses in Form des Akronyms der WWU in der jeweiligen Landessprache. Die finnische Münze hat eine von der normalen Randprägung abweichende Beschriftung: „TALOUS‐ RAHALIITTO EMU ●“ (Wirtschafts- Währungsunion auf Finnisch, EMU: Akronym für European Monetary Union). Die maltesische Münze trägt als Randprägung – – mit Sternen statt der ansonsten üblichen Malteserkreuze. Das luxemburgische Recht schreibt vor, dass jede nationale Münze das Bildnis des Staatsoberhauptes abbilden muss (oder zumindest sein Monogramm154). Durch die „Multi View“ genannte Prägetechnik wird das von Alain Hoffmann gestaltete Porträt des Großherzogs Henri, mit Blickrichtung nach rechts, beim Kippen der Münze sichtbar.155 Die slowenische Ausgabe wurde in der finnischen Münzstätte Suomen Rahapaja in Vantaa geprägt, die Münzen von Luxemburg, Malta und Zypern in der Königlichen Niederländischen Münze in Utrecht ebenso wie die im Herstellungsverfahren Polierte Platte gefertigten Münzexemplare Irlands. Auch das Nicht-Euro-Land Rumänien hat das Motiv auf 10-Lei-Münzen geprägt.96 Inschriften: Belgien BELGIE – BELGIQUE – BELGIEN, EMU 1999–2009 Deutschland BUNDESREPUBLIK DEUTSCHLAND, WWU 1999–2009 Finnland SUOMI FINLAND, EMU 1999–2009 außerdem Randprägung: TALOUS- JA RAHALIITTO EMU (auf Finnisch: Wirtschafts- und Währungsunion EMU)156 Frankreich RÉPUBLIQUE FRANÇAISE, UEM 1999–2009 Griechenland ΕΛΛΗΝΙΚΗ ΔΗΜΟΚΡΑΤΙΑ, ΟΝΕ 1999–2009 Irland ÉIRE, AEA 1999–2009 EMU Italien REPUBBLICA ITALIANA, UEM 1999–2009 Luxemburg LËTZEBUERG, UEM 1999–2009 Malta MALTA, UEM 1999–2009 Niederlande NEDERLAND, EMU 1999–2009 Österreich REPUBLIK ÖSTERREICH, WWU 1999–2009 Portugal PORTUGAL, UEM 1999–2009 Slowakei SLOVENSKO, HMÚ 1999–2009 Slowenien SLOVENIJA, EMU 1999–2009 Spanien ESPAÑA, UEM 1999–2009 Zypern ΚΥΠΡΟΣ KIBRIS, ΟΝΕ 1999–2009 Inschrift der Ausgabe des Nicht-Euro-Landes: Rumänien 10 ANI–UEM, 1999–2009"
84,Zehnjähriges Bestehen der Wirtschafts- und Währungsunion (WWU) Euro-16-Gemeinschaftsausgabe,Belgium,2009,5.012,True,,2 euro,"1972 wurde der Europäische Wechselkursverbund geschaffen, um die Schwankungen zwischen den Währungen zu begrenzen. 1975 definierte man über einen Währungskorb die Europäische Währungseinheit (ECU) und 1979 entstand das Europäische Währungssystem. 1990 begann die erste Stufe der Europäischen Wirtschafts- und Währungsunion (WWU), 1994 die zweite Stufe, in der das Europäische Währungsinstitut152 die Gründung der Europäischen Zentralbank (EZB) vorbereitete. 1996 propagierte die Europäische Kommission das Währungskürzel €. Mit der dritten Stufe der WWU wurden 1999 alle Teilnehmerwährungen durch Wechselkursparität mit dem Euro verbunden. Im Februar 2008 wurde in einer Online-Abstimmung aus fünf Vorschlägen153 des Gestaltungswettbewerbs zur WWU-Gemeinschaftsausgabe der favorisierte Entwurf bestimmt: Die von Georgios Stamatopoulos gestaltete Münze zeigt als stilisierte menschliche Figur ein Strichmännchen auf dem Rohling einer unregelmäßig geformten antiken Münze, dessen linker Arm durch das €-Symbol verlängert wird. So soll der Weg vom Tauschhandel archaischer Zeiten zur Europäischen Wirtschafts- und Währungsunion symbolisiert werden. Unterhalb des €-Symbols sind die Initialen „ΓΣ“ des Designers dargestellt und die Jahreszahlen „1999–2009“. Die nationalen Prägungen differieren nur in der Nennung des ausgebenden Landes und des Ausgabeanlasses in Form des Akronyms der WWU in der jeweiligen Landessprache. Die finnische Münze hat eine von der normalen Randprägung abweichende Beschriftung: „TALOUS‐ RAHALIITTO EMU ●“ (Wirtschafts- Währungsunion auf Finnisch, EMU: Akronym für European Monetary Union). Die maltesische Münze trägt als Randprägung – – mit Sternen statt der ansonsten üblichen Malteserkreuze. Das luxemburgische Recht schreibt vor, dass jede nationale Münze das Bildnis des Staatsoberhauptes abbilden muss (oder zumindest sein Monogramm154). Durch die „Multi View“ genannte Prägetechnik wird das von Alain Hoffmann gestaltete Porträt des Großherzogs Henri, mit Blickrichtung nach rechts, beim Kippen der Münze sichtbar.155 Die slowenische Ausgabe wurde in der finnischen Münzstätte Suomen Rahapaja in Vantaa geprägt, die Münzen von Luxemburg, Malta und Zypern in der Königlichen Niederländischen Münze in Utrecht ebenso wie die im Herstellungsverfahren Polierte Platte gefertigten Münzexemplare Irlands. Auch das Nicht-Euro-Land Rumänien hat das Motiv auf 10-Lei-Münzen geprägt.96 Inschriften: Belgien BELGIE – BELGIQUE – BELGIEN, EMU 1999–2009 Deutschland BUNDESREPUBLIK DEUTSCHLAND, WWU 1999–2009 Finnland SUOMI FINLAND, EMU 1999–2009 außerdem Randprägung: TALOUS- JA RAHALIITTO EMU (auf Finnisch: Wirtschafts- und Währungsunion EMU)156 Frankreich RÉPUBLIQUE FRANÇAISE, UEM 1999–2009 Griechenland ΕΛΛΗΝΙΚΗ ΔΗΜΟΚΡΑΤΙΑ, ΟΝΕ 1999–2009 Irland ÉIRE, AEA 1999–2009 EMU Italien REPUBBLICA ITALIANA, UEM 1999–2009 Luxemburg LËTZEBUERG, UEM 1999–2009 Malta MALTA, UEM 1999–2009 Niederlande NEDERLAND, EMU 1999–2009 Österreich REPUBLIK ÖSTERREICH, WWU 1999–2009 Portugal PORTUGAL, UEM 1999–2009 Slowakei SLOVENSKO, HMÚ 1999–2009 Slowenien SLOVENIJA, EMU 1999–2009 Spanien ESPAÑA, UEM 1999–2009 Zypern ΚΥΠΡΟΣ KIBRIS, ΟΝΕ 1999–2009 Inschrift der Ausgabe des Nicht-Euro-Landes: Rumänien 10 ANI–UEM, 1999–2009"
